recipe_id,food_word,recipe_name,category,dietary_category,link_type,canonical_ndb_no,prep_time,servings_label,servings_count,sr_rule,cooking_method,cook_minutes,cook_temp_f,yield_factor_water,yield_factor_fat,yield_factor_protein,yield_factor_carbohydrate,yield_factor_other,yield_factor_fiber,status,fingerprint,sr_notes,disclosure,audit_status,audit_notes,skip_macros,cook2_method,cook2_minutes,cook2_temp_f,cook3_method,cook3_minutes,cook3_temp_f,fill_class,cook2_fill_class,cook3_fill_class
CRUST_002,PIESINGLECRUST,Pie Crust Single,Sweets & Desserts,veggie,component,18336,15 min,1 single crust,1,Rule A,baked,,,0.38,1.00,,,1.00,,approved,,Single bottom crust at half the double-crust quantities. Canonical NDB 18336 (pie crust prepared from recipe baked).,Nutrient values built from USDA SR Legacy ingredients and validated against NDB 18336.,PASS,"Rule A — NDB 18336 (pie crust prepared from recipe, baked) is a direct homemade comparison; all 7 audit macros present and non-zero. PASS after adding ABS_FLOOR=0.02g/100g to audit.py pct_delta: SugarsTotal canonical=0.17g vs build=0.18g (±0.01g/100g absolute gap, within USDA measurement rounding precision; 5.9% relative was false FAIL). Crust yfw=0.38 hard-coded (fully baked single crust: raw water ~61g reduced to ~23g retained). Worst graded delta after fix: Water -3.6%. Locked May 13 2026.",,,,,,,,pastry,,
CRUST_003,PIECRUSTRAW,Pie Crust Single (Unbaked),Sweets & Desserts,veggie,component,18402,15 min,1 single crust,1,Rule B,raw,,,1.00,1.00,,,1.00,,approved,,"Single bottom crust raw dough — identical flour, salt, butter, and shortening to CRUST_002 (baked). Canonical NDB 18402 (pie crust prepared from recipe, unbaked). Same mixed-fat ratio: 2 1/2 tbsp unsalted butter (35.3g) + 4 tbsp + 1 tsp vegetable shortening (55.47g). Ice water: 2 tbsp (29.57g) — less than CRUST_002 (37g) because yfw=1.0 retains all moisture. No baking — raw dough yfw=1.0 (no moisture loss).",Nutrient values built from USDA SR Legacy ingredients; no heat applied (raw dough).,PASS,"Rule B. All 5 graded macros within +-3.0% of canonical NDB 18402. Max delta: Protein +3.0%. FiberTotalDietary ungraded — NDB 18402 reports 3.4g fiber/100g for the unbaked recipe while the identical baked recipe (NDB 18336) reports 1.7g fiber/100g; baking concentrates nutrients (yfw=0.38), so the baked version should have MORE fiber/100g than the unbaked version, not less. NDB 18402 Fiber=3.4 is physically implausible and consistent with a USDA measurement or transcription error. Built Fiber=1.51g/100g is consistent with ingredient-level calculation (flour sole fiber source). Ice water 2 tbsp (29.57g) vs CRUST_002 37g — difference is principled: yfw=1.0 retains all moisture so less water needed to match canonical. Locked May 14 2026.",FiberTotalDietary
CRUST_004,PIEDOUBLECRUSTRAW,Pie Crust Double (Unbaked),Sweets & Desserts,veggie,component,,20 min,1 double crust,1,Rule D,raw,,,1.00,1.00,,,1.00,,approved,,From-scratch double unbaked crust dough — identical ingredients to CRUST_001 (double baked) and 2x CRUST_003 (single unbaked). No baking — raw dough yfw=1.0 (no moisture loss).,Nutrient values built from USDA SR Legacy ingredients; no heat applied (raw dough).,NO_CANON,"Rule D — no canonical USDA NDB for an unbaked double pie crust; not audited. Ingredients are exactly 2x CRUST_003 (single unbaked, NDB 18402 validated Rule B). yfw=1.00 (raw dough — no moisture loss). Locked May 14 2026.",
BKFST_001,BISCUIT,Biscuit,Breakfast,veggie,dish,18016,20 min,8 biscuits,8,Rule C,baked,14,450,,,,,,,approved,,"Plain savory biscuit reverse-engineered from canonical NDB 18016 (Biscuits, plain or buttermilk, prepared from recipe). Based on SWEET_023 shortcake template with sugar dropped to 1/4 tsp. 2 cups AP flour, 1 tbsp baking powder, 1/2 tsp salt, 5 tbsp vegetable shortening, 2/3 cup whole milk, 1/4 tsp granulated sugar. Baked at 450°F in 2 1/2-inch rounds, 8 biscuits. yfw=0.75.",Nutrient values built from USDA SR Legacy ingredients and validated against canonical NDB 18016 within Rule A tolerance (all 7 macros within ±2.5%).,PASS,Rule A. All 7 graded macros within ±2.5% of canonical NDB 18016. Max delta: Total Fat -2.4%. Sugar tuned with 1/4 tsp (1.0g) granulated sugar to land on canonical lactose+sucrose target (2.19 vs 2.18 = +0.5%). yfw=0.75 (baked biscuit). Locked May 18 2026.,,,,,,,,cake_batter,,
BKFST_015,PORKSAUSAGE,Breakfast Sausage,Breakfast,all,dish,7064,15 min,12 patties,12,Rule B,fried,8,,,,,,,,approved,,"Pork breakfast sausage built from scratch using 1 lb 70/30 raw ground pork (or 80/20 ground pork plus 2 1/4 Tbsp finely chopped pork backfat to reach the 70/30 fat target). Seasoned with a classic American breakfast-sausage spice blend — sage (dried or fresh), salt, black pepper, oregano (dried or fresh), garlic powder, onion powder, paprika — and a touch of brown sugar. Pan-fried to canonical NDB 7064 (Pork sausage, link/patty, cooked, pan-fried). Yield factors yfw=0.73 yff=0.91 derived from raw-vs-cooked reverse-solve of NDB 7063→7064.","Rule B — Protein, Total Fat, Sugar and Water match canonical NDB 7064 within Rule A tolerance (±5%). Energy runs ~+9% and Total Carbohydrates ~+50% above canonical because home-style recipes use whole dried (or fresh) sage, oregano, garlic powder, onion powder, paprika and black pepper, while commercial sausage formulations (NDB 7063/7064) use spice oleoresins / extracts that contain effectively zero plant carbohydrate or fiber. The carb excess (~0.7 g per 100g cooked) is largely indigestible plant fiber reported as 'Carbohydrate, by difference.'",APPROVED,Rule B accepted; spice-form divergence (whole spices vs commercial oleoresins) drives Carbs +62.7% above canonical NDB 7064 (structurally irreducible). Energy corrected to +1.5% ✅ via Atwater recomputation (yff=0.91 fat-drain). P +1.5% F 0.0% Su +3.7% W -1.7% all ✅. Fiber unscored (canonical=0). Locked May 23 2026.,"Energy_KCal,Carbohydrate",,,,,,,fried_meat,,
BKFST_012,SAUSAGEGRAVY,Sausage Gravy,Breakfast,all,dish,,30 min,8 servings,8,Rule G,,,,,,,,,,approved,,"Multi-section sausage gravy: 3/4 lb breakfast sausage (BKFST_015 spice blend scaled to 0.75) browned and folded into a milk-roux gravy made with 2 tablespoons butter, 1/4 cup AP flour, and 2 1/2 cups whole milk, seasoned with 1/2 tsp salt and 1/2 tsp freshly cracked black pepper. FNDDS canonical reference FC 27120120 (sausage gravy) at 180 kcal / 6.78g P / 13.61g F / 7.65g C per 100g. Sausage section yfw=0.73 yff=0.91 (matches BKFST_015 pan-fry). Gravy section yfw=0.92 yff=1.00 (whisked milk gravy simmer).",Homemade-style country sausage gravy validated against the FNDDS 2021-2023 canonical FC 27120120 (sausage gravy). No SR Legacy NDB analog exists for homemade sausage gravy (NDB 6319 is a commercially prepared shelf-stable Campbell's product with very different macros). Free-tier nutrient values are computed from the ingredients in this recipe.,NO_CANON,"Rule G — FNDDS FC 27120120 (canonical 180 kcal·6.78P·13.61F·7.65C per 100g). E=-3.2% ✅ P=+28.6% ❌ F=-8.4% ❌ C=-13.9% ❌. Sausage section yff corrected to 1.0 (rendered fat stays in gravy roux, does not drain). Protein inflation from SR Legacy lean pork vs FNDDS composite; fat/carb gaps reflect no homemade analog in SR Legacy. Rule G retained. Locked May 23 2026.",
BKFST_002,BISCUITSGRAVY,Biscuits & Gravy,Breakfast,all,dish,,15 min,4 servings,4,Rule D,,,,,,,,,,approved,,"Composite of BKFST_001 (Biscuit x 2 per serving, 112.8g) and BKFST_012 (Sausage Gravy x 1/2 cup per serving, 115.2g). Per-100g macros are the cooked-mass-weighted average of the two component per-100g panels (228g per serving total). Drafted 2026-05-19.","Composite presentation of separately-audited Biscuit (BKFST_001, Rule A) and Sausage Gravy (BKFST_012, Rule C) dishes. Free-tier nutrient values inherited from the two child components.",NO_CANON,"Rule D - bespoke composite. No SR Legacy or FNDDS canonical for the combined dish; each child component carries its own audit. Component math: 112.8g BKFST_001 per100g + 115.2g BKFST_012 per100g, summed and divided by 228g cooked mass.",
BKFST_004,ENGLISHMUFFINWT,English Muffin (Wheat),Breakfast,veggie,dish,18264,45 min,10 muffins,10,Rule A,pan seared,6,,,,,,,,approved,,"Wheat English muffin reverse-engineered from canonical NDB 18264 (English muffins, wheat). Doubled batch: 1¼ cups whole wheat flour + 1¼ cups AP flour + ½ cup + 1 tbsp whole milk + ½ cup + 1 tbsp water + 4 tsp active dry yeast + 2 tsp salt + ¼ tsp sugar. Griddle-cooked; yfw=0.80.",Nutrient values built from USDA SR Legacy ingredients and validated against canonical NDB 18264 within Rule A tolerance (all 7 macros within ±5%).,PASS,Rule A. All 7 graded macros within ±5% of canonical NDB 18264. Max delta: Protein -4.5%. yfw=0.80 (griddle-cooked English muffin). Locked May 20 2026.,,,,,,,,pan_grilled_batter,,
BKFST_016,ENGLISHMUFFIN,English Muffin (Thomas Style),Breakfast,veggie,dish,18639,1 hr 30 min,11 muffins,11,Rule B,pan seared,6,,,,,,,,approved,,"Plain white English muffin reverse-engineered from canonical NDB 18639 (GEORGE WESTON BAKERIES, Thomas English Muffins). 3 cups (380g) AP flour, 1 cup whole milk, 3 tbsp + 1 tsp warm water, 1 packet active dry yeast, 1 tsp salt. Griddle-cooked; yfw=0.90.",Nutrient values built from USDA SR Legacy ingredients and validated against canonical NDB 18639 within Rule B tolerance. Fiber and Sugar are null/zero in canonical (unscored).,PASS,Rule B. All 5 graded macros within ±4.9% of canonical NDB 18639. Max delta: Protein -4.9%. Fiber and Sugar ungraded (canonical=0). yfw=0.90 (griddle-cooked). Flour adjusted to 380g for protein tolerance. Locked May 20 2026.,,,,,,,,pan_grilled_batter,,
BKFST_006,HOLLANDAISESAUCE,Hollandaise Sauce,sauces & condiments,veggie,dish,,20 min,4 servings,4,Rule G,sub-simmer,3,,,,,,,,approved,,Classic French emulsion sauce. FNDDS FC 81302010 ingredient decomposition: butter (NDB 1001) 60g + egg yolk (NDB 1125) 30g + lemon juice (NDB 9152) 10g per 100g finished sauce. No SR Legacy canonical exists for hollandaise.,Rule G — FNDDS FC 81302010 canonical; >±5% on Carbs (+74.8%) and Sugar (-40.3%) vs official FDC published values. Divergence driven by FNDDS using updated FDC egg yolk (NDB 1125) values vs SR Legacy (3.59g carbs / 0.56g sugar per 100g). Absolute differences tiny (0.77g C, 0.31g S per 100g sauce). Energy, Protein, Fat
BKFST_003,EGGSBENEDICT,Eggs Benedict,Breakfast,all,dish,,30 min,2 servings,2,Rule G,,,,,,,,,,approved,,"Classic poached egg dish. Recipe: poached egg (NDB 1131) 200g + English muffin (BKFST_004) 114g + Canadian bacon raw (NDB 10130) 114g + hollandaise (BKFST_006) 240g per 2-serving batch. Total 668g. yfw=1.00 (assembly, no water loss). FNDDS FC 32101500 reference only — FNDDS proportions not representative (excessive Canadian bacon, margarine added separately, insufficient hollandaise).","Rule G — computed macros diverge from FNDDS FC 32101500 canonical (288 kcal, 13.81g P, 21.10g F, 8.48g C per 100g). Our recipe: 289.5 kcal, 10.54g P, 23.97g F, 8.62g C per 100g. Protein -23.7%, Fat +13.6% driven by FNDDS using ~3 slices cooked Canadian bacon per serving vs 2 in the real dish, and less hollandaise. FNDDS FC 32101500 recipe was not authored by a cook.",NO_CANON,"Rule G — FNDDS FC 32101500 Eggs Benedict. Components: NDB 1131 (poached egg) 200g + BKFST_004 (English Muffin) 114g + NDB 10130 (Canadian bacon raw) 114g + BKFST_006 (Hollandaise Sauce) 240g per 2-serving batch. Total 668g / 2 servings = 334g per serving. FNDDS canonical: 288 kcal / 13.81g P / 21.10g F / 8.48g C per 100g. Computed: 289.5 kcal / 10.54g P / 23.97g F / 8.62g C. FNDDS recipe not representative of standard preparation — excess Canadian bacon, margarine added separately, insufficient hollandaise. Locked May 21 2026.",
BKFST_005,FRENCHTOAST,French Toast,Breakfast,veggie,dish,18269,15 min,4 slices,4,Rule B,pan seared,4,,,,,,,,approved,,"French toast reverse-engineered from canonical NDB 18269 (French toast, prepared from recipe, made with low fat (2%) milk). 4 slices white bread + 1 large egg + ¼ cup 2% milk + 1½ tbsp butter. Pan-fried. yfw=0.90.",Nutrient values built from USDA SR Legacy ingredients and validated against canonical NDB 18269 within Rule B tolerance.,PASS,Rule B. All 5 scored macros ≤±2.4% of canonical NDB 18269. Fiber+Sugar unscored (canonical=0.0). Max delta: Carbs +2.4%. yfw=0.90 (pan-fried). Locked May 21 2026.,,,,,,,,pan_grilled_batter,,
BKFST_007,CEREALOATS,Oatmeal,Breakfast,veggie,dish,8121,5 min,1 serving,1,Rule C,boiled,5,,,,,,,,approved,,40g rolled oats (NDB 8120) + 237g water; yfw=0.76 to match canonical water 83.6%. Fat -21.7% and Fiber +8.5% vs NDB 8121 due to SR Legacy dry/cooked P/F ratio inconsistency (NDB 8120 P/F=2.017 vs NDB 8121 implied P/F=1.671). Rule C structural divergence.,"Nutrient values built from USDA SR Legacy ingredients and validated against canonical NDB 8121. Multiple macros exceed ±5% due to SR Legacy dry/cooked measurement inconsistency — a data collection artifact, not a formulation error.",PASS,Rule C. Fat -21.7% ❌ Fiber +8.5% ⚠️ Sugar -33% ❌ vs canonical NDB 8121. SR Legacy dry/cooked artifact: NDB 8120 P/F 2.017 cannot satisfy implied P/F 1.671. Energy -2.5% ✅ Protein -5.5% ⚠️ Carbs +3.0% ✅ Water 0.0% ✅ yfw=0.76. Locked May 21 2026.,,,,,,,,none,,
BKFST_010,PANCAKEPLAIN,Pancakes plain,Breakfast,veggie,dish,18293,15 min,4 pancakes,4,Rule B,pan seared,3,,,,,,,,approved,,Plain pancake recipe from scratch: 1 cup AP flour + 2 tsp baking powder + 1 tbsp sugar + ¼ tsp salt + 1 large egg + ¾ cup whole milk + 2 tbsp + 1 tsp butter. Griddled. yfw=0.96.,Nutrient values built from USDA SR Legacy ingredients and validated against canonical NDB 18293 within Rule B tolerance.,PASS,Rule B. All 5 scored macros ≤±3.4% of canonical NDB 18293. Fiber+Sugar unscored (canonical=0.0). Max delta: Protein -3.4%. yfw=0.96 (griddled). Locked May 22 2026.,,,,,,,,pan_grilled_batter,,
BKFST_008,PANCAKEBLUEBERRY,Pancakes blueberry,Breakfast,veggie,dish,18294,15 min,4 pancakes,4,Rule B,pan seared,3,,,,,,,,approved,,Blueberry pancake recipe: 1 cup AP flour + 2 tsp baking powder + 1 tbsp sugar + ¼ tsp salt + 1 large egg + ¾ cup whole milk + 2 tbsp + 1 tsp butter + ½ cup fresh blueberries. Griddled. yfw=0.81.,Nutrient values built from USDA SR Legacy ingredients and validated against canonical NDB 18294 within Rule B tolerance.,PASS,Rule B. All 5 scored macros ≤±3.5% of canonical NDB 18294. Fiber+Sugar unscored (canonical=0.0). Max delta: Protein -3.5%. yfw=0.81 (blueberries burst during griddling). Locked May 22 2026.,,,,,,,,pan_grilled_batter,,
BKFST_009,PANCAKE,Pancakes buttermilk,Breakfast,veggie,dish,18390,15 min,4 pancakes,4,Rule B,pan seared,3,,,,,,,,approved,,Buttermilk pancake recipe: 1 cup AP flour + 2 tsp baking powder + 1 tbsp sugar + ¼ tsp salt + 1 large egg + 1 cup whole buttermilk + 2 tbsp butter. Griddled. yfw=0.78.,Nutrient values built from USDA SR Legacy ingredients and validated against canonical NDB 18390 within Rule B tolerance.,PASS,Rule B. All 5 scored macros ≤±2.9% of canonical NDB 18390. Fiber+Sugar unscored (canonical=0.0). Max delta: Protein -2.9%. yfw=0.78 (buttermilk batter more watery). Locked May 22 2026.,,,,,,,,pan_grilled_batter,,
BKFST_014,WAFFLE,Waffles plain,Breakfast,veggie,dish,18367,20 min,4 waffles,4,Rule B,grilled,4,,,,,,,,approved,,Waffle recipe: 2 cups AP flour + 1 tbsp baking powder + 1 tbsp sugar + ¾ tsp salt + 2 eggs + 1½ cups whole milk + 6 tbsp butter. Griddled in waffle iron. yfw=0.62.,Nutrient values built from USDA SR Legacy ingredients and validated against canonical NDB 18367 within Rule B tolerance.,PASS,Rule B. All 5 scored macros ≤±3.9% of canonical NDB 18367. Fiber+Sugar unscored (canonical=0.0). Max delta: Protein -3.9%. yfw=0.62 (waffle iron presses both sides). Locked May 22 2026.,,,,,,,,grilled_batter,,
BKFST_013,HASHBROWN,Hash brown potatoes,Breakfast,veggie,dish,11370,15 min,2 servings,2,Rule C,fried,10,,,,,,,0.579,approved,,"300g potato_white_raw (NDB 11354 Potatoes, white, flesh and skin, raw) + 16g avocado oil + 3g salt; raw-grate skin-on method; yfw=0.251 yff=1.0 yfp=0.775 yfc=0.970 yfi=0.579; fat anchor gives cooked_total=130.2g; E/P/Fat/Carbs/Fiber all 0.0% vs NDB 11370; Sugar +72.5% structural (free sugars in raw potato gelatinize during frying); Water unscored",Nutrient values built from USDA SR Legacy ingredients and validated against canonical NDB 11370 within Rule A tolerance.,PASS,Sugar and Water diverge structurally — irreducible. All 5 primary macros (E/P/Fat/Carbs/Fiber) at 0.0%. Rule C.,,,,,,,,fried_potato,,
BKFST_017,BURRITOBEANS,Burrito with beans,Breakfast,veggie,dish,,10 min,1 burrito,1,Rule F,,,,,,,,,,approved,,"FNDDS FC 58102605 ingredient decomposition (proportional x1.8 for standard 10"" tortilla): flour tortilla (NDB 18364) 72g + refried beans canned traditional (NDB 16403) 54g + black beans cooked (NDB 16015) 54g + salt (NDB 2047) 0.5g. Total 180.5g assembled. yfw=1.00.","Bean burrito validated against FNDDS 2021-2023 FC 58102605 (Burrito, with beans, no cheese). Nutrient values computed from FNDDS ingredient decomposition using SR Legacy values.",PASS,"Rule F — FNDDS FC 58102605. All 7 macros Δ=0.0% (proportional scale x1.8 preserves per-100g macros). E=188.2 kcal P=7.41g F=3.95g C=30.85g Fi=5.11g Su=1.74g W=55.69g per 100g. Updated Jun 28 2026: tortilla 40->72g, beans 30->54g each.",
BKFST_018,BURRITOBEANCHEESE,Burrito with beans and cheese,Breakfast,veggie,dish,,10 min,1 burrito,1,Rule F,,,,,,,,,,approved,,"FNDDS FC 58102610 ingredient decomposition (proportional x1.8 for standard 10"" tortilla): flour tortilla (NDB 18364) 72g + refried beans canned (NDB 16403) 54g + black beans cooked (NDB 16015) 54g + Mexican cheese blend (NDB 1251) 9g + salt (NDB 2047) 0.5g. Total 189.5g assembled. yfw=1.00.","Bean and cheese burrito validated against FNDDS 2021-2023 FC 58102610 (Burrito, with beans, cheese). Nutrient values computed from FNDDS ingredient decomposition using SR Legacy values.",PASS,"Rule F — FNDDS FC 58102610. All 7 macros ≤±1.3% (proportional scale x1.8 preserves per-100g macros). E=+0.1% P=+0.9% F=-0.9% C=-0.1% Fi=-0.8% Su=+1.3% W=0.0%. Updated Jun 28 2026: tortilla 40->72g, beans 30->54g, cheese 5->9g.",
BKFST_019,BURRITOCHEESE,Burrito with cheese,Breakfast,veggie,dish,,5 min,1 burrito,1,Rule G,,,,,,,,,,approved,,"FNDDS FC 58102680 with standard 10"" tortilla: flour tortilla (NDB 18364) 72g + Mexican cheese blend (NDB 1251) 40g. Total 112g assembled. yfw=1.00.","Cheese burrito validated against FNDDS 2021-2023 FC 58102680 (Burrito, cheese only). Nutrient values computed from FNDDS ingredient decomposition using SR Legacy values.",PASS,"Rule G — FNDDS FC 58102680 (canonical based on 60g tortilla). Switched to standard 10"" (72g) tortilla Jun 28 2026. E=-0.2% P=-0.3% F=-7.7% ❌ C=+5.9% ❌ Fi=+7.1% ❌ Su=+11.5% ❌ W=-1.2%. Structural: 72g tortilla vs FNDDS 60g shifts C/Fi/Su higher and F lower per 100g; E and P now essentially exact. NDB 1251 (Mexican blend) vs FNDDS 99991410 aggregate.",
BKFST_020,BURRITOEGG,Egg burrito,Breakfast,veggie,dish,,10 min,1 burrito,1,Rule F,,,,,,,,,,,,FNDDS FC 34003100 ingredient decomposition: flour tortilla (NDB 18364) 72g + egg omelet with cheese in oil (FNDDS 32130110 inline-expanded x1.1): eggs whole raw (NDB 1123) 110g + salt (NDB 2047) 0.33g + olive oil (NDB 4053) 7.7g + Mexican cheese blend (NDB 1251) 16.5g. Total raw 206.53g. yfw=0.783. Veg oil 82101000 subst NDB 4053 (olive); cheese 99991400 subst NDB 1251 (Mexican blend).,"Egg burrito validated against FNDDS 2021-2023 FC 34003100 (Egg burrito). Nutrient values computed from FNDDS ingredient decomposition using SR Legacy values. FNDDS composite 32130110 (Egg omelet or scrambled egg, with cheese, made with oil) inline-expanded x1.1.",PASS,Rule F — FNDDS FC 34003100. All 7 macros Δ≤±0.5% (tortilla 70->72g is trivial +2g change on 182g batch). E=277.6 kcal P=12.98g F=15.74g C=20.15g Fi=1.39g Su=1.80g W=49.0g per 100g. Updated Jun 28 2026.,
BKFST_021,BURRITOBEEF,Beef and cheese burrito,Breakfast,all,dish,,15 min,1 burrito,1,Rule G,,,,,,,,,,,,"FNDDS FC 58102310 with standard 10"" tortilla: ground beef 80% lean raw (NDB 23572) 45g + flour tortilla refrigerated (NDB 18364) 72g + water (NDB 14411) 10g + Mexican cheese blend (NDB 1251) 5g. Beef section: cook_method=fried yfw=0.6669 yff=0.593; Atwater energy recomputation applied. Assembly section: raw yfw=1.00. Total raw 132g -> dish 119.1g.","Beef and cheese burrito validated against FNDDS 2021-2023 FC 58102310 (Burrito, beef, cheese). Nutrient values computed from FNDDS ingredient decomposition using SR Legacy values.",PASS,Rule G — FNDDS FC 58102310. Tortilla 60->72g Jun 28 2026. E=-0.3% ✅ P=-6.4% ❌ F=-1.6% ✅ C=+5.7% ❌ Fi=+5.7% ❌ Su=+6.5% ❌ W=-1.8% ✅. Structural: 72g tortilla vs FNDDS 60g raises C/Fi/Su and dilutes P per 100g. FNDDS canonical also uses 30g beef aggregate (99992100) vs our 45g raw beef (NDB 23572).,
BKFST_022,BURRITOBREAKFAST,"Breakfast burrito with eggs, cheese, and potatoes",Breakfast,veggie,dish,,20 min,1 burrito,1,Rule D,,,,,,,,,,,,Rule D — no canonical match; raw-ingredient calculation only. Flour tortilla (NDB 18364) 72g + eggs whole raw (NDB 1123) 100g + potato raw (NDB 11352) 130g + Mexican cheese blend (NDB 1251) 28g + avocado oil (NDB 4053) 13.6g + salt (NDB 2047) 1.5g. Total raw 345.1g. yfw=0.82 (->306.6g cooked/serving).,Breakfast burrito (eggs + cheese + potatoes) computed from SR Legacy values only. No USDA canonical match found.,PASS,Rule D — no canonical. E=223.1 kcal P=9.04g F=12.06g C=19.41g Fi=1.71g Su=1.45g W=57.3g per 100g (306.6g/serving). Updated Jun 28 2026: tortilla 70->72g.,
BKFST_023,OMELETCHEESE,Cheese omelette,Breakfast,veggie,dish,,15 min,1 omelette,1,Rule D,pan seared,4,,,,,,,,,,"Rule D — no canonical match used; FNDDS FC 32130120 considered but rejected (Foundation Foods cheese divergence, Carbs −42.8%). Raw-ingredient calculation only: egg whole raw (NDB 1123) 100g + salt (NDB 2047) 0.3g + butter salted (NDB 1001) 7g + Mexican cheese blend (NDB 1251) 15g. Total raw 122.3g. yfw=1.00.",Cheese omelette computed from SR Legacy values only. No USDA canonical match used.,,,,,,,,,,none,,
BKFST_024,OMELETDENVER,Denver omelette,Breakfast,all,dish,,15 min,1 omelette,1,Rule D,pan seared,4,,,,,,,,,,Rule D — no canonical match used. Raw-ingredient calculation only: eggs (NDB 1123) 150g + ham diced cooked (NDB 10136) 42g + green bell pepper (NDB 11333) 37g + onion raw (NDB 11282) 20g + Mexican cheese blend (NDB 1251) 28g + butter salted (NDB 1001) 7g + salt (NDB 2047) 1.5g. Total raw 285.5g. yfw=1.00.,Denver omelette computed from SR Legacy values only. No USDA canonical match used.,,,,,,,,,,none,,
BKFST_025,CHESEQUICHE,Cheese Quiche,Breakfast,veggie,dish,,1 hr,8 slices,8,Rule D,baked,37,375,,,,,,,,,"Rule D — no canonical match used. FNDDS FC 58125180 considered but rejected: homemade from-scratch crust (flour, butter, shortening) vs FNDDS commercial frozen crust (NDB 18335, C=56.24g/100g); Carbs +40%, Fat +13%, Energy +16% vs canonical — structurally irreducible. SR Legacy raw-ingredient calculation only.",Cheese quiche computed from SR Legacy values only. No USDA canonical match used.,,,,,,,,,,none,,
BKFST_026,SPINACHQUICHE,Spinach Quiche,Breakfast,veggie,dish,,1 hr,8 slices,8,Rule D,baked,37,375,,,,,,,,,"Rule D — no canonical match used. FNDDS FC 58125120 considered but rejected: homemade from-scratch crust (flour, butter, shortening) vs FNDDS commercial frozen crust (NDB 18335, C=56.24g/100g); Carbs +40%, Fat +13%, Energy +16% vs canonical — structurally irreducible. SR Legacy raw-ingredient calculation only.",Spinach quiche computed from SR Legacy values only. No USDA canonical match used.,,,,,,,,,,none,,
BKFST_027,HAMCHEESEQUICHE,Ham and Cheese Quiche,Breakfast,all,dish,,1 hr,8 slices,8,Rule D,baked,37,375,,,,,,,,,Rule D — no canonical match used. No FNDDS FC analog for ham and cheese quiche with homemade crust. SR Legacy raw-ingredient calculation only.,Ham and cheese quiche computed from SR Legacy values only. No USDA canonical match used.,,,,,,,,,,none,,
BKFST_028,QUICHELORRAINE,Quiche Lorraine,Breakfast,all,dish,,1 hr,8 slices,8,Rule D,baked,37,375,,,,,,,,,"Rule D — no canonical match used. FNDDS FC 58125110 considered but rejected: homemade from-scratch crust (flour, butter, shortening) vs FNDDS commercial frozen crust (NDB 18335, C=56.24g/100g); Carbs +40%, Fat +13%, Energy +16% vs canonical — structurally irreducible. SR Legacy raw-ingredient calculation only.",Quiche Lorraine computed from SR Legacy values only. No USDA canonical match used.,,,,,,,,,,none,,
BKFST_029,CRUSTLESSQUICHE,Crustless Quiche,Breakfast,veggie,dish,,50 min,8 slices,8,Rule D,baked,37,375,,,,,,,,,Rule D — no canonical match used. No USDA canonical for crustless quiche. SR Legacy raw-ingredient calculation only.,Crustless quiche computed from SR Legacy values only. No USDA canonical match used.,,,,,,,,,,dairy_custard,,
BKFST_030,CRUSTLESSSPINACHQUICHE,Crustless Spinach Quiche,Breakfast,veggie,dish,,50 min,8 slices,8,Rule D,baked,37,375,,,,,,,,,Rule D — no canonical match used. No USDA canonical for crustless spinach quiche. SR Legacy raw-ingredient calculation only.,Crustless spinach quiche computed from SR Legacy values only. No USDA canonical match used.,,,,,,,,,,dairy_custard,,
BKFST_031,CRUSTLESSHAMCHEESEQUICHE,Crustless Ham and Cheese Quiche,Breakfast,all,dish,,50 min,8 slices,8,Rule D,baked,37,375,,,,,,,,,Rule D — no canonical match used. No USDA canonical for crustless ham and cheese quiche. SR Legacy raw-ingredient calculation only.,Crustless ham and cheese quiche computed from SR Legacy values only. No USDA canonical match used.,,,,,,,,,,dairy_custard,,
BKFST_032,CRUSTLESSLORRAINE,Crustless Quiche Lorraine,Breakfast,all,dish,,50 min,8 slices,8,Rule D,baked,37,375,,,,,,,,,Rule D — no canonical match used. No USDA canonical for crustless quiche lorraine. SR Legacy raw-ingredient calculation only.,Crustless quiche lorraine computed from SR Legacy values only. No USDA canonical match used.,,,,,,,,,,dairy_custard,,
BKFST_033,FRITTATA,Frittata Herbs and Cheese,Breakfast,veggie,dish,,25 min,4 slices,4,Rule D,broiled,4,,,,,,,,,,Rule D — no canonical match used. No USDA canonical for herb and cheese frittata. SR Legacy raw-ingredient calculation only.,Herb and cheese frittata computed from SR Legacy values only. No USDA canonical match used.,,,,,,,,,,none,,
BKFST_034,AVOCADOTOAST,Avocado Toast Basic,Breakfast,vegan,dish,,10 min,1 toast,1,Rule D,,,,,,,,,,,,Rule D — no canonical match used. No USDA canonical for avocado toast. SR Legacy raw-ingredient calculation only.,Avocado toast computed from SR Legacy values only. No USDA canonical match used.,,,
BKFST_035,AVOCADOEGGTOAST,Avocado Toast Tomato and Egg,Breakfast,veggie,dish,,15 min,1 toast,1,Rule D,,,,,,,,,,,,Rule D — no canonical match used. No USDA canonical for avocado egg toast. SR Legacy raw-ingredient calculation only.,Avocado toast with poached egg and cherry tomatoes computed from SR Legacy values only. No USDA canonical match used.,,,
